NAME	TITLE	SCORE	
MSX2	msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]	0.85682166	
FAM216A	family with sequence similarity 216 member A [Source:HGNC Symbol;Acc:HGNC:30180]	0.85663867	
ANAPC13	anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]	0.8561143	
NOC2LP1	NOC2 like nucleolar associated transcriptional repressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52285]	0.8560243	
LTA4H	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]	0.8558549	
GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]	0.855723	
RACGAP1	Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]	0.8552186	
UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891]	0.85515225	
TXNL1	thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]	0.85500175	
NEFH	neurofilament heavy [Source:HGNC Symbol;Acc:HGNC:7737]	0.85445344	
ACTR3	actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170]	0.85433054	
CENPQ	centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]	0.8542712	
CETN3	centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]	0.8536369	
NDRG4	NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]	0.8535587	
TXNDC15	thioredoxin domain containing 15 [Source:HGNC Symbol;Acc:HGNC:20652]	0.8533474	
KNOP1	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	0.8533312	
SF3B6	splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]	0.853325	
TOMM5	translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]	0.85321945	
NEK4	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]	0.8530569	
BEND3	BEN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23040]	0.8523787	
NUP107	nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]	0.8518758	
ANKLE1	ankyrin repeat and LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26812]	0.85163426	
EXOSC3	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]	0.8516116	
CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]	0.8508211	
MTCO3P11	MT-CO3 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:52041]	0.85074943	
SNRPB2	small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]	0.85058093	
CIP2A	cell proliferation regulating inhibitor of protein phosphatase 2A [Source:HGNC Symbol;Acc:HGNC:29302]	0.85045594	
HYPK	huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]	0.8503396	
VBP1	VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662]	0.8502425	
ERH	ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]	0.85010177	
U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]	0.85004747	
PSMA6	proteasome 20S subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]	0.84987485	
CNPY2	canopy FGF signaling regulator 2 [Source:HGNC Symbol;Acc:HGNC:13529]	0.84932023	
CYSTM1	cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]	0.849207	
POLR3D	RNA polymerase III subunit D [Source:HGNC Symbol;Acc:HGNC:1080]	0.8489732	
CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26467]	0.84885013	
TNFRSF21	TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]	0.84870654	
ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853]	0.84855086	
TCP1	t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]	0.8485148	
VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]	0.8481273	
MRPL58	mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359]	0.8480263	
PAK1IP1	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]	0.84798336	
HAUS7	HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979]	0.8478285	
SNORD19	"small nucleolar RNA, C/D box 19 [Source:HGNC Symbol;Acc:HGNC:32717]"	0.84780717	
POLE2	"DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]"	0.8473041	
SLC19A2	solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]	0.84728545	
SRP54	signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]	0.8472444	
PDSS1	decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	0.84688073	
FANCE	FA complementation group E [Source:HGNC Symbol;Acc:HGNC:3586]	0.84687483	
POC1A	POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]	0.84674746	
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:20886]	0.84672546	
CCDC47	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]	0.84547955	
CCDC124	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	0.84505534	
DDX18	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	0.8447138	
POLR2H	RNA polymerase II subunit H [Source:HGNC Symbol;Acc:HGNC:9195]	0.84431756	
POLD1	"DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]"	0.8440068	
S100A2	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]	0.8438623	
FBXO2	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]	0.8431141	
HNRNPA1P8	heterogeneous nuclear ribonucleoprotein A1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39126]	0.8427155	
POLR3F	RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763]	0.84248775	
SLIRP	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	0.8419972	
RBBP8	"RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]"	0.84121865	
ASAP3	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]"	0.8409122	
VEGFB	vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]	0.84080356	
PIGW	phosphatidylinositol glycan anchor biosynthesis class W [Source:HGNC Symbol;Acc:HGNC:23213]	0.8403859	
NMB	neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]	0.84019786	
NKRF	NFKB repressing factor [Source:HGNC Symbol;Acc:HGNC:19374]	0.84005964	
DNAAF5	dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]	0.8400069	
RRP15	ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]	0.83994263	
BAK1	BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]	0.83980244	
GAR1	GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]	0.83979094	
SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	0.8395333	
PNPO	pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]	0.8393042	
FAM133B	family with sequence similarity 133 member B [Source:HGNC Symbol;Acc:HGNC:28629]	0.83923	
CENPX	centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]	0.8385724	
HCFC1	host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839]	0.8385123	
EBNA1BP2	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]	0.8384422	
CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	0.838042	
TPSB2	tryptase beta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14120]	0.83768976	
GNL3	G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]	0.8372812	
GAD1	glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]	0.83727294	
TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	0.8364536	
PTRH2	peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]	0.83623385	
G3BP2	G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]	0.83611244	
ANK3	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]	0.8356641	
PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	0.83563083	
TPM3	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]	0.83557147	
URB2	URB2 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:28967]	0.83550686	
CCT4	chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]	0.8351075	
DAP3	death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]	0.83497036	
TRIP6	thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311]	0.834757	
FPR1	formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]	0.834734	
UBE3D	ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381]	0.8346666	
ERVV-2	"endogenous retrovirus group V member 2, envelope [Source:HGNC Symbol;Acc:HGNC:39051]"	0.83452636	
PSMC3	"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]"	0.8341186	
ARL4A	ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]	0.8341148	
HRH4	histamine receptor H4 [Source:HGNC Symbol;Acc:HGNC:17383]	0.8340208	
C5orf66	chromosome 5 open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:48332]	0.8333418	
UTP15	UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]	0.8331314	
RWDD4	RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]	0.8328055	
DDX55	DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]	0.83275443	
NMD3	NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]	0.83274364	
NT5C3B	"5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]"	0.8325025	
DCP1A	decapping mRNA 1A [Source:HGNC Symbol;Acc:HGNC:18714]	0.83208954	
SNHG12	small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]	0.8317529	
EIF4A1	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]	0.83166885	
RNASEH2A	ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518]	0.83107257	
ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]	0.8307405	
APTX	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]	0.83068067	
PSMD12	"proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]"	0.8301235	
NAT14	N-acetyltransferase 14 (putative) [Source:HGNC Symbol;Acc:HGNC:28918]	0.8301165	
TPM4	tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]	0.83007574	
CBX5	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]	0.8296901	
C11orf98	chromosome 11 open reading frame 98 [Source:HGNC Symbol;Acc:HGNC:51238]	0.8291376	
SAR1B	secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]	0.8287945	
LINC02693	long intergenic non-protein coding RNA 2693 [Source:HGNC Symbol;Acc:HGNC:27904]	0.82873565	
SETP8	SET pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42927]	0.82846665	
MZT1	mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]	0.8284303	
RCOR1	REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]	0.82786375	
HDAC2	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]	0.82758826	
PSMA4	proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]	0.82758576	
EIF1AX	eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]	0.8275302	
LCTL	lactase like [Source:HGNC Symbol;Acc:HGNC:15583]	0.8272079	
ZC3H4	zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]	0.8269476	
BDH1	3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]	0.82670844	
MRPL39	mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]	0.82670724	
ZEB1-AS1	ZEB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42354]	0.8265067	
SOD2	superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]	0.826097	
DEAF1	DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]	0.8259323	
HSPA2	heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]	0.8259262	
MRPL23	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]	0.82564217	
TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]	0.8253372	
UTP20	UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]	0.82531667	
ORC6	origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]	0.8252953	
TXNL4A	thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]	0.8251041	
DDIAS	DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351]	0.82497954	
HNRNPA1P51	heterogeneous nuclear ribonucleoprotein A1 pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:48781]	0.82489973	
MTMR2	myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]	0.8246616	
ABRACL	ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]	0.8243981	
CORO1B	coronin 1B [Source:HGNC Symbol;Acc:HGNC:2253]	0.8242648	
GALNT4	polypeptide N-acetylgalactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4126]	0.8241601	
KTN1-AS1	KTN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:19842]	0.8241131	
MRPL33	mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487]	0.823956	
PFDN6	prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]	0.82392573	
CEROX1	cytoplasmic endogenous regulator of oxidative phosphorylation 1 [Source:HGNC Symbol;Acc:HGNC:53928]	0.82390743	
NOL10	nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]	0.8237308	
ARHGAP11A	Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]	0.82333916	
PDCD2	programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762]	0.82321006	
C12orf4	chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184]	0.82320267	
UBE2N	ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]	0.82300776	
VAPA	VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]	0.8229927	
TRAV5	T cell receptor alpha variable 5 [Source:HGNC Symbol;Acc:HGNC:12143]	0.82293266	
MCMBP	minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]	0.82222915	
ZNF849P	"zinc finger protein 849, pseudogene [Source:HGNC Symbol;Acc:HGNC:34389]"	0.8222096	
EOGT	EGF domain specific O-linked N-acetylglucosamine transferase [Source:HGNC Symbol;Acc:HGNC:28526]	0.82174087	
DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	0.82107097	
CDH6	cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]	0.820779	
COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]	0.82041705	
SDHAF3	succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]	0.820184	
CDK2	cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]	0.82000554	
DLAT	dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896]	0.8196697	
SLC35B1	solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]	0.8196208	
SRSF1	serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]	0.8195863	
C4orf46	chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:27320]	0.81952405	
CCDC167	coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]	0.81944335	
C1QBP	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]	0.8192219	
DHX33	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]	0.8192064	
SUPT3H	"SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]"	0.8189969	
FH	fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]	0.8188021	
PLAA	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	0.81869376	
PDCL3	phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860]	0.8184864	
COL27A1	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]	0.81837416	
PPIB	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	0.8181957	
PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]	0.81808215	
HSPA1B	heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]	0.8176283	
LEO1	"LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]"	0.8175875	
COMMD4	COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]	0.8174064	
RPS7P11	ribosomal protein S7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35841]	0.8170599	
DPM1	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"	0.8170087	
AHSA1	activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]	0.81673574	
NOL11	nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]	0.81666267	
LINC02228	long intergenic non-protein coding RNA 2228 [Source:HGNC Symbol;Acc:HGNC:53097]	0.8163561	
GOT2P2	glutamic-oxaloacetic transaminase 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4435]	0.81619096	
RARS1	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]	0.81607693	
MRPS18C	mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]	0.8160027	
DCUN1D1	defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]	0.8157036	
GOLT1B	golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]	0.8155966	
CCDC86	coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359]	0.8155296	
MRPL17	mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]	0.8153585	
PPP2R2A	protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]	0.8153237	
RPF2	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	0.81524646	
UFD1	ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]	0.8151875	
KLRG2	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]	0.81480664	
CYP1B1-AS1	CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28543]	0.81471306	
TMEM223	transmembrane protein 223 [Source:HGNC Symbol;Acc:HGNC:28464]	0.8147057	
FDX1	ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]	0.8146755	
BZW2	basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]	0.81459475	
ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]	0.81438684	
TTLL12	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]	0.8142194	
UBE2C	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]	0.8141886	
BNIP1	BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]	0.8141256	
PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]	0.8138134	
CANX	calnexin [Source:HGNC Symbol;Acc:HGNC:1473]	0.8136583	
IGSF9B	immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]	0.8135717	
SLC25A32	solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683]	0.8135212	
CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]	0.81352055	
ABCC11	ATP binding cassette subfamily C member 11 [Source:HGNC Symbol;Acc:HGNC:14639]	0.81333727	
ADCY3	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]	0.8128236	
PDCD6IPP1	PDCD6IP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49872]	0.8127787	
GRM4	glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]	0.8125651	
KIAA1549	KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]	0.81250733	
RNF212	ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]	0.8124496	
CCDC58	coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:HGNC:31136]	0.81192046	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	0.81181836	
SELENOK	selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]	0.81167287	
ASB2	ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012]	0.81163794	
LDAH	lipid droplet associated hydrolase [Source:HGNC Symbol;Acc:HGNC:26145]	0.8109702	
IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]	0.8108184	
KISS1R	KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]	0.8107354	
CISD1	CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]	0.8106442	
ARMCX1	armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]	0.81040424	
ZNF823	zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]	0.81004643	
MOCS2	molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]	0.8094586	
ATP5PF	ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]	0.8091833	
ZC3H15	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]	0.80911875	
VDAC3	voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]	0.8083538	
AHRR	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]	0.80821514	
TUBGCP4	tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]	0.80788136	
NANS	N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237]	0.8076054	
NOS1AP	nitric oxide synthase 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:16859]	0.80707	
DGAT2	diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]	0.8070237	
RPL13AP2	ribosomal protein L13a pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19675]	0.8070185	
PNO1	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]	0.8067569	
PHBP19	prohibitin pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:51552]	0.8066414	
RBM27	RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]	0.80638736	
METTL8	methyltransferase like 8 [Source:HGNC Symbol;Acc:HGNC:25856]	0.8062003	
TRBV1	T cell receptor beta variable 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12176]	0.8060908	
HOMER2	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]	0.806036	
GLS	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]	0.80577385	
EBPL	EBP like [Source:HGNC Symbol;Acc:HGNC:18061]	0.80558765	
ME2	malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]	0.8053595	
CDC42BPB	CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]	0.80510217	
IAH1	isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]	0.8047886	
FAM104B	family with sequence similarity 104 member B [Source:HGNC Symbol;Acc:HGNC:25085]	0.8047566	
LGALS14	galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054]	0.8043885	
HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	0.8043452	
PDCD10	programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]	0.8042777	
KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	0.8039005	
KIF2C	kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]	0.8037232	
SOD2-OT1	SOD2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:53445]	0.80365455	
ZNF471	zinc finger protein 471 [Source:HGNC Symbol;Acc:HGNC:23226]	0.80343187	
PPIL1	peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]	0.8032592	
RPS10-NUDT3	RPS10-NUDT3 readthrough [Source:HGNC Symbol;Acc:HGNC:49181]	0.80298597	
AHCY	adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]	0.80292666	
FAM89A	family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]	0.80291694	
EIF2B3	eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]	0.8028756	
HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]	0.8028043	
FAM81A	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	0.80272776	
ZNF804A	zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]	0.80272275	
ATP5F1C	ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]	0.8026923	
