NAME	TITLE	SCORE	
BCRP2	BCR pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1015]	0.42504004	
NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	0.42500946	
RAPGEF1	Rap guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4568]	0.42497477	
NPB	neuropeptide B [Source:HGNC Symbol;Acc:HGNC:30099]	0.42492762	
MOB2	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	0.42483777	
JMY	"junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]"	0.42479905	
FLI1	"Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]"	0.42476514	
BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]	0.42472506	
DLG4	discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]	0.42445236	
LINC01819	long intergenic non-protein coding RNA 1819 [Source:HGNC Symbol;Acc:HGNC:52624]	0.42424646	
ERFE	erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727]	0.42421183	
CD3G	CD3g molecule [Source:HGNC Symbol;Acc:HGNC:1675]	0.42418626	
WRB-SH3BGR	WRB-SH3BGR readthrough [Source:NCBI gene;Acc:106865373]	0.42398235	
TRBV7-9	T cell receptor beta variable 7-9 [Source:HGNC Symbol;Acc:HGNC:12243]	0.42394683	
EFNA4	ephrin A4 [Source:HGNC Symbol;Acc:HGNC:3224]	0.4238429	
TNNT3	"troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]"	0.42381063	
ARMCX4	armadillo repeat containing X-linked 4 [Source:HGNC Symbol;Acc:HGNC:28615]	0.42373186	
SIRT3	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	0.42337146	
RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	0.42331827	
HMCN1	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]	0.42321518	
H2BC11	H2B clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4761]	0.42311636	
FNDC9	fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547]	0.4230738	
CAVIN2-AS1	CAVIN2 and TMEFF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40517]	0.4229848	
VSIG10L	V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111]	0.42282256	
IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]	0.42271432	
RNASET2	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]	0.4226869	
C2	complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]	0.4225646	
DPH7	diphthamide biosynthesis 7 [Source:HGNC Symbol;Acc:HGNC:25199]	0.42250845	
SMARCE1P6	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39737]"	0.42245567	
ZFHX2-AS1	ZFHX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52658]	0.4222034	
TAX1BP1	Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]	0.4221364	
XIAP	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]	0.42204514	
CARD8	caspase recruitment domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17057]	0.4219277	
ROBO3	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	0.4218561	
SLC2A3P2	solute carrier family 2 member 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31074]	0.42179403	
LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]	0.42178628	
OR2AT4	olfactory receptor family 2 subfamily AT member 4 [Source:HGNC Symbol;Acc:HGNC:19620]	0.42171136	
TBC1D32	TBC1 domain family member 32 [Source:HGNC Symbol;Acc:HGNC:21485]	0.4215926	
PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33577]	0.4215685	
LRP5L	LDL receptor related protein 5 like [Source:HGNC Symbol;Acc:HGNC:25323]	0.42155418	
PPP1R12C	protein phosphatase 1 regulatory subunit 12C [Source:HGNC Symbol;Acc:HGNC:14947]	0.42144135	
MMUT	methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]	0.4213911	
ZNF235	zinc finger protein 235 [Source:HGNC Symbol;Acc:HGNC:12866]	0.4212979	
PPM1M	"protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]"	0.4211696	
HMGA2	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]	0.42113942	
HMGB2	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]	0.42096257	
ANTXRLP1	ANTXR like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45004]	0.420958	
PCNT	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	0.4208378	
ASTN2	astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021]	0.4208067	
ARHGAP42	Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]	0.42067873	
TAGAP	T cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:HGNC:15669]	0.42033058	
GON4L	gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]	0.42022336	
HCFC2	host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]	0.4201278	
ZMYND11	zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]	0.42012152	
TTC9C	tetratricopeptide repeat domain 9C [Source:HGNC Symbol;Acc:HGNC:28432]	0.41980293	
HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	0.41978574	
RASGRP1	RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]	0.41977727	
GOLGA6A	golgin A6 family member A [Source:HGNC Symbol;Acc:HGNC:13567]	0.41959757	
JAG2	jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]	0.419523	
BFSP1	beaded filament structural protein 1 [Source:HGNC Symbol;Acc:HGNC:1040]	0.4194432	
MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	0.41941366	
UCA1	urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]	0.41918337	
LINC02197	long intergenic non-protein coding RNA 2197 [Source:HGNC Symbol;Acc:HGNC:53063]	0.41917473	
PCOLCE-AS1	PCOLCE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40430]	0.41906515	
C12orf40	chromosome 12 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:26846]	0.4189715	
REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	0.41884354	
KLHL3	kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]	0.41860956	
TRBV5-5	T cell receptor beta variable 5-5 [Source:HGNC Symbol;Acc:HGNC:12222]	0.41857842	
CARHSP1	calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]	0.41839382	
DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	0.4183465	
KCNA6	potassium voltage-gated channel subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:6225]	0.4182665	
CCDC26	CCDC26 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28416]	0.41823813	
LINC-ROR	"long intergenic non-protein coding RNA, regulator of reprogramming [Source:HGNC Symbol;Acc:HGNC:43773]"	0.4181136	
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]	0.4180988	
MBTPS1	"membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]"	0.4174566	
RNVU1-28	"RNA, variant U1 small nuclear 28 [Source:HGNC Symbol;Acc:HGNC:54432]"	0.41731516	
FUCA1	alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006]	0.41727862	
LINC01761	long intergenic non-protein coding RNA 1761 [Source:HGNC Symbol;Acc:HGNC:52551]	0.41724038	
BCL2L10	BCL2 like 10 [Source:HGNC Symbol;Acc:HGNC:993]	0.41716892	
EEF1A2	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	0.4171651	
BRCC3P1	BRCA1/BRCA2-containing complex subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51444]	0.41704038	
ITGA1	integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]	0.41700977	
BCL11B	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	0.41695562	
NANOG	Nanog homeobox [Source:HGNC Symbol;Acc:HGNC:20857]	0.4166393	
NDRG2	NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]	0.41650808	
TSC22D4	TSC22 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:21696]	0.41638914	
EDRF1	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]	0.41622022	
CCNDBP1	cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	0.41620547	
MEFV	"MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]"	0.4162001	
LINC02832	long intergenic non-protein coding RNA 2832 [Source:HGNC Symbol;Acc:HGNC:54366]	0.41616184	
POF1B	POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]	0.41611713	
VANGL2	VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]	0.4160311	
LRRC29	leucine rich repeat containing 29 [Source:HGNC Symbol;Acc:HGNC:13605]	0.41586643	
MTX3	metaxin 3 [Source:HGNC Symbol;Acc:HGNC:24812]	0.415851	
C2CD5	C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]	0.4156835	
ADPRH	ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]	0.41533762	
TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]	0.41530058	
RHBDL3	rhomboid like 3 [Source:HGNC Symbol;Acc:HGNC:16502]	0.4152303	
CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	0.415159	
LINC00304	long intergenic non-protein coding RNA 304 [Source:HGNC Symbol;Acc:HGNC:26713]	0.41515335	
LETMD1	LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]	0.41512078	
CNR2	cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]	0.41502813	
BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959]	0.41501862	
SCUBE1	"signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]"	0.41491446	
ZNF876P	"zinc finger protein 876, pseudogene [Source:HGNC Symbol;Acc:HGNC:32472]"	0.41472217	
ZNF529-AS1	ZNF529 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51275]	0.41464397	
SESN2	sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]	0.4144745	
ILK	integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]	0.41447175	
CERNA1	competing endogenous lncRNA 1 for miR-4707-5p and miR-4767 [Source:HGNC Symbol;Acc:HGNC:52664]	0.41442057	
KLC3	kinesin light chain 3 [Source:HGNC Symbol;Acc:HGNC:20717]	0.41438642	
LGALSL-DT	LGALSL divergent transcript [Source:HGNC Symbol;Acc:HGNC:53951]	0.41423845	
KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]	0.41417652	
TRIM66	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	0.41358742	
MAN1A1	mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821]	0.41352615	
LINC02805	long intergenic non-protein coding RNA 2805 [Source:HGNC Symbol;Acc:HGNC:54339]	0.4133754	
HOXA9	homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]	0.41322315	
MTCO1P12	MT-CO1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52014]	0.41312042	
ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:20279]	0.41306484	
CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]	0.41284424	
TNFRSF13C	TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755]	0.41274694	
IGKV2-29	immunoglobulin kappa variable 2-29 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5784]	0.41267157	
EGLN1	egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]	0.41265458	
IP6K2	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]	0.41265073	
TBC1D30	TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164]	0.41247478	
LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]	0.41240823	
SLC20A1	solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]	0.4121879	
ZSWIM6	zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]	0.412026	
PPP1R32	protein phosphatase 1 regulatory subunit 32 [Source:HGNC Symbol;Acc:HGNC:28869]	0.4119075	
RPL17P43	ribosomal protein L17 pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:35996]	0.4118024	
ORMDL1	ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]	0.41165245	
LRRC37A	leucine rich repeat containing 37A [Source:HGNC Symbol;Acc:HGNC:29069]	0.41155666	
H2BC21	H2B clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:4760]	0.4115439	
INTS4P1	integrator complex subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21925]	0.4114832	
ZNF540	zinc finger protein 540 [Source:HGNC Symbol;Acc:HGNC:25331]	0.41134942	
LINC02321	long intergenic non-protein coding RNA 2321 [Source:HGNC Symbol;Acc:HGNC:53240]	0.41131425	
MAP1LC3B	microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]	0.4112485	
HMGB1P8	high mobility group box 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:13319]	0.41112134	
AC087294.1	"novel transcript, antisense to TMEM11"	0.4110532	
TTC21B	tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]	0.4110305	
ADAM3A	ADAM metallopeptidase domain 3A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:209]	0.41098547	
INMT	indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]	0.41088533	
NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]	0.41088393	
EDA2R	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]	0.41082796	
CMTR1	cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077]	0.41075137	
ACTG1P20	actin gamma 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51500]	0.41069648	
STMP1	short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]	0.41068465	
VPS18	VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]	0.4106829	
ZNF808	zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]	0.41060594	
CEP95	centrosomal protein 95 [Source:HGNC Symbol;Acc:HGNC:25141]	0.41047072	
GTPBP2	GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]	0.4104689	
MELTF-AS1	MELTF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40373]	0.4104167	
CPNE1	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]	0.41036057	
RTP5	receptor transporter protein 5 (putative) [Source:HGNC Symbol;Acc:HGNC:26585]	0.41029263	
PMM1	phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]	0.41029176	
IVNS1ABP	influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]	0.41024315	
KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]	0.4101831	
P2RX7	purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]	0.41013673	
TMEM254	transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]	0.40995684	
ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	0.40995532	
SMCR8	SMCR8-C9orf72 complex subunit [Source:HGNC Symbol;Acc:HGNC:17921]	0.40984708	
HTN3	histatin 3 [Source:HGNC Symbol;Acc:HGNC:5284]	0.40978152	
PYY2	peptide YY 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9749]	0.40977475	
STX18-AS1	STX18 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48877]	0.40964404	
COQ8B	coenzyme Q8B [Source:HGNC Symbol;Acc:HGNC:19041]	0.4096116	
ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]	0.4095775	
SNORA53	"small nucleolar RNA, H/ACA box 53 [Source:HGNC Symbol;Acc:HGNC:32646]"	0.40948144	
ARHGEF26	Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]	0.40938017	
FAM238C	family with sequence similarity 238 member C [Source:HGNC Symbol;Acc:HGNC:24672]	0.4089456	
MFF-DT	MFF divergent transcript [Source:HGNC Symbol;Acc:HGNC:41067]	0.4088799	
LINC00852	long intergenic non-protein coding RNA 852 [Source:HGNC Symbol;Acc:HGNC:29904]	0.408859	
RSF1	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]	0.40873927	
ALOX15B	arachidonate 15-lipoxygenase type B [Source:HGNC Symbol;Acc:HGNC:434]	0.4087317	
AKNAD1	AKNA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28398]	0.40865865	
LASP1	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]	0.40859497	
SYT3	synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:11511]	0.40839157	
ADGRG2	adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516]	0.40833142	
QRICH1	glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713]	0.40812853	
CLCN4	chloride voltage-gated channel 4 [Source:HGNC Symbol;Acc:HGNC:2022]	0.40811443	
LTK	leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]	0.40803343	
CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]	0.4079766	
ZNF10	zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]	0.40797597	
KLHDC4	kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272]	0.40797305	
CD101	CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]	0.4078453	
CASC4	cancer susceptibility 4 [Source:HGNC Symbol;Acc:HGNC:24892]	0.4078347	
IGKV4-1	immunoglobulin kappa variable 4-1 [Source:HGNC Symbol;Acc:HGNC:5834]	0.40777117	
PYY	peptide YY [Source:HGNC Symbol;Acc:HGNC:9748]	0.40752795	
CEMIP2	cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]	0.40751106	
CIRBP	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]	0.4069669	
ZNF84	zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]	0.40693408	
L3MBTL3	L3MBTL histone methyl-lysine binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23035]	0.40679964	
KLHL17	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]	0.4067026	
SKIL	SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]	0.40659437	
PI4K2A	phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:30031]	0.40649334	
SLC22A23	solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106]	0.40641046	
OR52E4	olfactory receptor family 52 subfamily E member 4 [Source:HGNC Symbol;Acc:HGNC:15213]	0.40628687	
KLF11	Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]	0.40627283	
CLTCL1	clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093]	0.40603852	
MDM4	MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974]	0.40599242	
MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]	0.4058872	
EDRF1-DT	EDRF1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54128]	0.40574533	
CPD	carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]	0.40572405	
RMC1	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]	0.40537998	
SHC1	SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]	0.40529466	
ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	0.40514076	
SLC22A20P	"solute carrier family 22 member 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:29867]"	0.4050679	
CNTRL	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]	0.40486184	
TIGD7	tigger transposable element derived 7 [Source:HGNC Symbol;Acc:HGNC:18331]	0.4046681	
HLA-F-AS1	HLA-F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26645]	0.40464234	
RNF139	ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]	0.40445018	
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]	0.4044146	
CTSC	cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]	0.40438896	
TSPY26P	"testis specific protein Y-linked 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:16256]"	0.40403095	
MTIF3	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]	0.40397015	
FGGY	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]	0.40390423	
SCYGR4	small cysteine and glycine repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:34223]	0.4036837	
SGSH	N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818]	0.40362242	
TLR10	toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]	0.40361777	
KLF7	Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]	0.40341023	
DPF3	double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427]	0.40338776	
H3P6	H3 histone pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42980]	0.40334067	
SKINT1L	Skint1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33993]	0.40295583	
KPNA1	karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]	0.40258443	
MINK1	misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]	0.40251714	
NICN1	nicolin 1 [Source:HGNC Symbol;Acc:HGNC:18317]	0.40241596	
FBXO9	F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]	0.4023856	
GDF9	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]	0.4023727	
SLC9A3R1	SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]	0.4023164	
CALN1	calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]	0.40228364	
ERVK13-1	endogenous retrovirus group K13 member 1 [Source:HGNC Symbol;Acc:HGNC:27548]	0.40226263	
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	0.40219247	
RAP2B	"RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"	0.40201217	
SMOX	spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]	0.4017705	
C1orf220	chromosome 1 open reading frame 220 (putative) [Source:HGNC Symbol;Acc:HGNC:33805]	0.40165746	
FAM160A1	family with sequence similarity 160 member A1 [Source:HGNC Symbol;Acc:HGNC:34237]	0.40161473	
STRADA	STE20 related adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]	0.40157628	
H2BC12	H2B clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13954]	0.40154883	
SLAMF7	SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]	0.4015338	
UBQLNL	ubiquilin like [Source:HGNC Symbol;Acc:HGNC:28294]	0.40137285	
NPIPA5	nuclear pore complex interacting protein family member A5 [Source:HGNC Symbol;Acc:HGNC:41980]	0.40108478	
CARMN	cardiac mesoderm enhancer-associated non-coding RNA [Source:HGNC Symbol;Acc:HGNC:42872]	0.40099108	
NIPSNAP3A	nipsnap homolog 3A [Source:HGNC Symbol;Acc:HGNC:23619]	0.40089074	
RANBP17	RAN binding protein 17 [Source:HGNC Symbol;Acc:HGNC:14428]	0.400863	
ZNF711	zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]	0.40069884	
PXYLP1	2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]	0.40051952	
ZNF438	zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]	0.4004786	
OR7A17	olfactory receptor family 7 subfamily A member 17 [Source:HGNC Symbol;Acc:HGNC:8363]	0.40031794	
H3C6	H3 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4769]	0.40028915	
HNF1A	HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621]	0.40023652	
CEL	carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]	0.40018544	
RAPGEF6	Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]	0.40016448	
MVB12B	multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]	0.4000233	
LDHAL6A	lactate dehydrogenase A like 6A [Source:HGNC Symbol;Acc:HGNC:28335]	0.40000606	
RGPD3	RANBP2 like and GRIP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:32416]	0.3998461	
RETSAT	retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991]	0.39981687	
OR2T12	olfactory receptor family 2 subfamily T member 12 [Source:HGNC Symbol;Acc:HGNC:19592]	0.39981684	
BAZ2A	bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]	0.39960855	
TMEM41B	transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]	0.3995782	
KCTD16	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	0.39945504	
CES3	carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]	0.39939582	
SLC23A2	solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]	0.39938894	
